source_id,url,label
L2-P014,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Diseño de la Política de Egresos'
L2-E077,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Imprenta de la Ciudad de México'
L2-S223,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Pueblos y Comunidades Indígenas'
L2-E006,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Proyectos Ambientales'
L2-U041,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,"Descargar CSV oficial 2024 y buscar 'Convenios para Educación, Ciencia y Tecnología'"
L2-S053,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Rescate de Unidades Habitacionales'
L2-E066,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Servicios de Salud del Primer Nivel'
L2-P020,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Planeación Gubernamental'
L2-P051,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Sistema de Planeación'
L2-E003,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Centro Histórico · Obras y Servicios'
L2-E065,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Emergencias · Atención Integral'
L2-K012,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Infraestructura Educativa'
L2-E192,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Patrimonio Inmobiliario'
L2-O006,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Fiscalización Pública'
L2-E161,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Servidores de la Ciudad'
L2-E116,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Programa Pilares'
L2-S066,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Centros para el Desarrollo Infantil'
L2-E194,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Sistema Integral de Justicia para Adolescentes'
L2-F036,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Canales de Abasto'
L2-U022,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Mejora del Transporte Público · Apoyos'
L2-N001,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Protección Civil'
L2-G010,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Recuperación de Créditos Fiscales'
L2-J001,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Pensiones y Jubilaciones'
L2-S004,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Desarrollo Integral de Jóvenes'
L2-E084,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Servicios Integrales Metropolitanos'
L2-E153,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Formación de Profesionales de la Salud'
L2-E178,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Defensoría de Derechos Laborales'
L2-U037,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Autoempleo y Cooperativas'
L2-R002,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Presupuesto Participativo'
L2-B001,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Producción de Mezclas Asfálticas'
L2-S034,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Cosecha de Lluvia'
L2-E157,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Atención Telefónica · Trámites'
L2-E086,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Educación Media Superior'
L2-E017,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Atención Médica a Personas Privadas de Libertad'
L2-F022,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Marca CDMX'
L2-E184,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,"Descargar CSV oficial 2024 y buscar 'Drenaje, Alcantarillado y Saneamiento'"
L2-K020,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Construcción de Infraestructura Urbana'
L2-N005,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Gestión de Riesgos y Emergencias'
L2-E154,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Justicia Ambiental'
L2-E188,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,"Descargar CSV oficial 2024 y buscar 'Educación, Cultura, Deporte y Recreación (Alcaldías)'"
L2-P054,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Estudios de Desarrollo'
L2-E093,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Manejo Integral de Residuos Sólidos'
L2-P016,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Competitividad y Competencia'
L2-S221,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Comedores para el Bienestar'
L2-P022,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Atención a las Adicciones'
L2-U040,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Formación Policial · Apoyos'
L2-E199,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Conciliación Laboral'
L2-U043,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Va Segur@ · Seguro Escolar'
L2-E190,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Atención Animal'
L2-S022,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Fomento al Trabajo Digno'
L2-K022,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Infraestructura de Transporte Público'
L2-S220,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Atención Social Inmediata (ASIPP)'
L2-S012,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Colectivos Culturales Comunitarios'
L2-S235,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Cuidado del Adulto Mayor'
L2-E179,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Desarrollo de Pueblos y Barrios'
L2-S054,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Seguro de Desempleo'
L2-E173,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Salud para la Mujer'
L2-E090,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Bienestar Animal'
L2-S057,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Talleres de Artes y Oficios'
L2-E200,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Gobierno y Seguridad en Alcaldías'
L2-E097,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Búsqueda de Personas'
L2-E165,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Atención a Personas con Discapacidad'
L2-E195,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Prestaciones a Jubilados y Personal Activo'
L2-S229,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Desarrollo Integral de la Mujer'
L2-P003,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Evaluación de Políticas Públicas'
L2-S035,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Alimentos Escolares'
L2-E175,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Cultura y Artes'
L2-E189,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Servicios de Salud en Alcaldías'
L2-U044,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Línea 12 Metro · Familiares de Víctimas'
L2-S224,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Beca Pilares Bienestar'
L2-S056,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Mujeres en Situación de Violencia'
L2-S027,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Mejoramiento de la Vivienda'
L2-E158,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Protección a Defensores de Derechos Humanos y Periodistas'
L2-S025,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Los Jóvenes Unen al Barrio'
L2-S127,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Mochila de Derechos'
L2-S206,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,"Descargar CSV oficial 2024 y buscar 'Formación musical, Tlalpan'"
L2-E072,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Preservación y cuidado del patrimonio material e inmaterial'
L2-E099,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Acciones jurídicas en materia laboral'
L2-P036,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Planeación de políticas públicas enfocadas al desarrollo de los pueblos y barrios originarios y comunidades indígenas residentes'
L2-E117,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Mantenimiento de espacios públicos en alcaldías'
L2-S084,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Juntos hagamos deporte'
L2-E012,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Atención medica'
L2-E046,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Prevención y atención de la discriminación'
L2-P053,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,"Descargar CSV oficial 2024 y buscar 'Operación y seguimiento de los sistemas de información, indicadores y del monitoreo'"
L2-E114,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Atención y seguimiento especial a grupos vulnerables víctimas de la violencia'
L2-E025,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Formación continua para policías preventivos'
L2-E043,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Policía auxiliar'
L2-S130,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Educarnos en Comunidad para el Bienestar Social'
L2-S109,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Diálogos por el Bienestar y la Paz en Iztapalapa'
L2-S019,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Estímulos económicos a deportistas destacados representativos de la Ciudad de México'
L2-K010,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,"Descargar CSV oficial 2024 y buscar 'Construcción, mantenimiento y ampliación de edificios públicos'"
L2-S219,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Apoyo a personas con discapacidad permanente'
L2-P046,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Planeación integral de las políticas públicas de la Alcaldía'
L2-S107,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Mujeres Estudiando en la Alcaldía de Iztapalapa'
L2-F017,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Programa de cultura física y eventos deportivos'
L2-E004,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Prevención de cáncer de mama y cervicouterino'
L2-K006,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Mejoramiento y mantenimiento de la infraestructura vial'
L2-E123,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Manejo integral de residuos sólidos urbanos en alcaldías'
L2-E070,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Conservación y mantenimiento menor de inmuebles y equipos'
L2-S185,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,Descargar CSV oficial 2024 y buscar 'Escuelas de música de la alcaldía Iztacalco'
L2-E155,https://datos.cdmx.gob.mx/dataset/3a6cba97-adb1-4f35-9df1-984cc3657aca/resource/7fa1da81-531c-477c-93db-7580bc1c7ad0/download/egresos_2024_aprobado.csv,"Descargar CSV oficial 2024 y buscar 'Financiamiento, expropiaciones y gastos inherentes al programa vivienda en conjunto'"
